id,name,population,players
CHN,China,0,No Players
IND,India,0,No Players
USA,United States,0,No Players
IDN,Indonesia,0,No Players
BRA,Brazil,0,No Players
PAK,Pakistan,0,No Players
BGD,Bangladesh,0,No Players
NGA,Nigeria,0,No Players
RUS,Russia,0,No Players
JPN,Japan,0,No Players
MEX,Mexico,0,No Players
PHL,Philippines,0,No Players
VNM,Vietnam,0,No Players
ETH,Ethiopia,0,No Players
DEU,Germany,0,No Players
EGY,Egypt,0,No Players
TUR,Turkey,0,No Players
COD,"Congo, Democratic Republic of the",0,No Players
IRN,Iran,0,No Players
THA,Thailand,0,No Players
FRA,France,0,No Players
GBR,United Kingdom,0,No Players
ITA,Italy,0,No Players
MMR,Burma,0,No Players
ZAF,South Africa,0,No Players
KOR,"Korea, South",0,No Players
UKR,Ukraine,0,No Players
COL,Colombia,0,No Players
SDN,Sudan,0,No Players
TZA,Tanzania,0,No Players
ARG,Argentina,0,No Players
ESP,Spain,0,No Players
KEN,Kenya,0,No Players
POL,Poland,0,No Players
DZA,Algeria,0,No Players
CAN,Canada,0,No Players
UGA,Uganda,0,No Players
MAR,Morocco,0,No Players
PER,Peru,0,No Players
IRQ,Iraq,0,No Players
SAU,Saudi Arabia,0,No Players
AFG,Afghanistan,0,No Players
NPL,Nepal,0,No Players
UZB,Uzbekistan,0,No Players
VEN,Venezuela,0,No Players
MYS,Malaysia,0,No Players
GHA,Ghana,0,No Players
YEM,Yemen,0,No Players
TWN,Taiwan,0,No Players
PRK,"Korea, North",0,No Players
SYR,Syria,0,No Players
ROU,Romania,0,No Players
MOZ,Mozambique,0,No Players
AUS,Australia,0,No Players
LKA,Sri Lanka,0,No Players
MDG,Madagascar,0,No Players
CIV,Cote d'Ivoire,0,No Players
CMR,Cameroon,0,No Players
NLD,Netherlands,0,No Players
CHL,Chile,0,No Players
BFA,Burkina Faso,0,No Players
NER,Niger,0,No Players
KAZ,Kazakhstan,0,No Players
MWI,Malawi,0,No Players
ECU,Ecuador,0,No Players
KHM,Cambodia,0,No Players
SEN,Senegal,0,No Players
MLI,Mali,0,No Players
GTM,Guatemala,0,No Players
AGO,Angola,0,No Players
ZMB,Zambia,0,No Players
ZWE,Zimbabwe,0,No Players
CUB,Cuba,0,No Players
RWA,Rwanda,0,No Players
GRC,Greece,0,No Players
PRT,Portugal,0,No Players
TUN,Tunisia,0,No Players
TCD,Chad,0,No Players
BEL,Belgium,0,No Players
GIN,Guinea,0,No Players
CZE,Czech Republic,0,No Players
SOM,Somalia,0,No Players
BOL,Bolivia,0,No Players
HUN,Hungary,0,No Players
BDI,Burundi,0,No Players
DOM,Dominican Republic,0,No Players
BLR,Belarus,0,No Players
HTI,Haiti,0,No Players
SWE,Sweden,0,No Players
BEN,Benin,0,No Players
AZE,Azerbaijan,0,No Players
AUT,Austria,0,No Players
HND,Honduras,0,No Players
CHE,Switzerland,0,No Players
TJK,Tajikistan,0,No Players
ISR,Israel,0,No Players
SRB,Serbia,0,No Players
BGR,Bulgaria,0,No Players
HKG,Hong Kong,0,No Players
LAO,Laos,0,No Players
LBY,Libya,0,No Players
JOR,Jordan,0,No Players
PRY,Paraguay,0,No Players
TGO,Togo,0,No Players
PNG,Papua New Guinea,0,No Players
SLV,El Salvador,0,No Players
NIC,Nicaragua,0,No Players
ERI,Eritrea,0,No Players
DNK,Denmark,0,No Players
KGZ,Kyrgyzstan,0,No Players
SVK,Slovakia,0,No Players
FIN,Finland,0,No Players
SLE,Sierra Leone,0,No Players
ARE,United Arab Emirates,0,No Players
TKM,Turkmenistan,0,No Players
CAF,Central African Republic,0,No Players
SGP,Singapore,0,No Players
NOR,Norway,0,No Players
BIH,Bosnia and Herzegovina,0,No Players
GEO,Georgia,0,No Players
CRI,Costa Rica,0,No Players
HRV,Croatia,0,No Players
MDA,Moldova,0,No Players
NZL,New Zealand,0,No Players
IRL,Ireland,0,No Players
COG,"Congo, Republic of the",0,No Players
LBN,Lebanon,0,No Players
PRI,Puerto Rico,0,No Players
LBR,Liberia,0,No Players
ALB,Albania,0,No Players
LTU,Lithuania,0,No Players
URY,Uruguay,0,No Players
PAN,Panama,0,No Players
MRT,Mauritania,0,No Players
MNG,Mongolia,0,No Players
OMN,Oman,0,No Players
ARM,Armenia,0,No Players
JAM,Jamaica,0,No Players
KWT,Kuwait,0,No Players
PSE,West Bank,0,No Players
LVA,Latvia,0,No Players
NAM,Namibia,0,No Players
MKD,Macedonia,0,No Players
BWA,Botswana,0,No Players
SVN,Slovenia,0,No Players
LSO,Lesotho,0,No Players
GMB,"Gambia, The",0,No Players
KWT,Kosovo,0,No Players
149,Gaza Strip,0,No Players
GNB,Guinea-Bissau,0,No Players
GAB,Gabon,0,No Players
SWZ,Swaziland,0,No Players
153,Mauritius,0,No Players
EST,Estonia,0,No Players
TTO,Trinidad and Tobago,0,No Players
TLS,Timor-Leste,0,No Players
CYP,Cyprus,0,No Players
FJI,Fiji,0,No Players
QAT,Qatar,0,No Players
160,Comoros,0,No Players
GUY,Guyana,0,No Players
DJI,Djibouti,0,No Players
163,Bahrain,0,No Players
BTN,Bhutan,0,No Players
MNE,Montenegro,0,No Players
GNQ,Equatorial Guinea,0,No Players
SLB,Solomon Islands,0,No Players
168,Macau,0,No Players
169,Cape Verde,0,No Players
LUX,Luxembourg,0,No Players
ESH,Western Sahara,0,No Players
SUR,Suriname,0,No Players
173,Malta,0,No Players
174,Maldives,0,No Players
BRN,Brunei,0,No Players
BLZ,Belize,0,No Players
BHS,"Bahamas, The",0,No Players
ISL,Iceland,0,No Players
179,French Polynesia,0,No Players
180,Barbados,0,No Players
181,Mayotte,0,No Players
NCL,New Caledonia,0,No Players
183,Netherlands Antilles,0,No Players
VUT,Vanuatu,0,No Players
185,Samoa,0,No Players
186,Sao Tome and Principe,0,No Players
187,Saint Lucia,0,No Players
188,Tonga,0,No Players
189,Virgin Islands,0,No Players
190,Grenada,0,No Players
191,"Micronesia, Federated States of",0,No Players
192,Aruba,0,No Players
193,Saint Vincent and the Grenadines,0,No Players
194,Kiribati,0,No Players
195,Jersey,0,No Players
196,Seychelles,0,No Players
197,Antigua and Barbuda,0,No Players
198,Andorra,0,No Players
199,Isle of Man,0,No Players
DOM,Dominica,0,No Players
201,Bermuda,0,No Players
202,American Samoa,0,No Players
203,Marshall Islands,0,No Players
204,Guernsey,0,No Players
GRL,Greenland,0,No Players
206,Cayman Islands,0,No Players
207,Saint Kitts and Nevis,0,No Players
208,Faroe Islands,0,No Players
209,Northern Mariana Islands,0,No Players
210,Liechtenstein,0,No Players
211,San Marino,0,No Players
212,Monaco,0,No Players
213,Saint Martin,0,No Players
214,Gibraltar,0,No Players
215,British Virgin Islands,0,No Players
216,Turks and Caicos Islands,0,No Players
217,Palau,0,No Players
218,Akrotiri,0,No Players
219,Dhekelia,0,No Players
220,Wallis and Futuna,0,No Players
221,Anguilla,0,No Players
222,Nauru,0,No Players
223,Cook Islands,0,No Players
224,Tuvalu,0,No Players
225,"Saint Helena, Ascension, and Tristan da Cunha",0,No Players
226,Saint Barthelemy,0,No Players
227,Saint Pierre and Miquelon,0,No Players
228,Montserrat,0,No Players
FLK,Falkland Islands (Islas Malvinas),0,No Players
230,Norfolk Island,0,No Players
231,Svalbard,0,No Players
232,Christmas Island,0,No Players
233,Tokelau,0,No Players
234,Niue,0,No Players
235,Holy See (Vatican City),0,No Players
236,Cocos (Keeling) Islands,0,No Players
237,Pitcairn Islands,0,No Players
ATA,Antarctica,0,No Players
ATF,French Southern and Antarctic Lands,0,No Players
SDS,South Sudan,0,No Players
ABV,Somaliland,0,No Players
OSA,Kosovo,0,No Players
CHE,Switzerland,3,"Roger Federer, Stanislas Wawrinka, Marco CHLudinelli"
GBR,United Kingdom,1,Andy Murray
FRA,France,14,"Jo-Wilfried Tsonga, Florent Serra, Gael Monfils, Stephane Robert, Michael Llodra, Marc Gicquel, Julien Benneteau, Jeremy Chardy, Richard Gasquet, Sebastien Grosjean, Fabrice Santoro, Guillaume Rufin, Arnaud Clement, David Guez"
HRV,Croatia,5,"Marin Cilic, Ivo Karlovic, Ivan Ljubicic, Ivan Dodig, Antonio Veic"
RUS,Russian Federation,5,"Nikolay Davydenko, Mikhail Youzhny, Igor Kunitsyn, Igor Andreev, Teimuraz Gabashvili"
SRB,Serbia,3,"Novak Djokovic, Janko Tipsarevic, Viktor Troicki"
USA,United States,12,"Andy Roddick, John Isner, Donald Young, Taylor Dent, James Blake, Wayne Odesnik, Rajeev Ram, Robby Ginepri, Ryan Harrison, Sam Querrey, Michael Russell, Mardy Fish"
ESP,Spain,13,"Rafael Nadal, Fernando Verdasco, Nicolas Almagro, Albert Montanes, Feliciano Lopez, David Ferrer, Marcel Granollers, Oscar Hernandez, Juan Carlos Ferrero, Carlos Moya, Daniel Gimeno-Traver, Tommy Robredo, Guillermo Garcia-Lopez"
AUS,Australia,8,"Lleyton Hewitt, Bernard Tomic, Carsten Ball, Marinko Matosevic, Nick Lindahl, Matthew Ebden, Jason Murray Kubler, Peter Luczak"
POL,Poland,1,Lukasz Kubot
CHL,Chile,1,Fernando Gonzalez
ARG,Argentina,7,"Juan Martin Del Potro, Juan Monaco, Juan Ignacio Chela, Martin Vassallo Arguello, Jose Acasuso, Horacio Zeballos, Leonardo Mayer"
CYP,Cyprus,1,Marcos Baghdatis
AUT,Austria,3,"Stefan Koubek, Jurgen Melzer, Daniel Koellerer"
UZB,Uzbekistan,1,Denis Istomin
DEU,Germany,11,"Tommy Haas, Florian Mayer, Philipp Kohlschreiber, Michael Berrer, Benjamin Becker, Rainer Schuettler, Dieter Kindlmann, Mischa Zverev, Simon Greul, Daniel Brands, Philipp Petzschner"
COL,Colombia,2,"Alejandro Falla, Santiago Giraldo"
KAZ,Kazakhstan,2,"Evgeny Korolev, Andrey Golubev"
ROU,Romania,1,Victor Hanescu
UKR,Ukraine,3,"Ivan Sergeyev, Illya Marchenko, Sergiy Stakhovsky"
CZE,Czechia,2,"Jan Hajek, Tomas Berdych"
BRA,Brazil,3,"Thomaz Bellucci, Ricardo Hocevar, Marcos Daniel"
TUR,Turkey,1,Marsel Ilhan
FIN,Finland,1,Jarkko Nieminen
IRL,Ireland,1,Louk Sorensen
SVK,Slovakia,1,Lukas Lacko
ITA,Italy,5,"Potito Starace, Paolo Lorenzi, Fabio Fognini, Simone Bolelli, Andreas Seppi"
BEL,Belgium,4,"Christophe Rochus, Kristof Vliegen, Xavier Malisse, Olivier Rochus"
POR,POR,1,Frederico Gil
ISR,Israel,1,Dudi Sela
LVA,Latvia,1,Ernests Gulbis
SLO,SLO,2,"Grega Zemlja, Blaz Kavcic"
SWE,Sweden,1,Robin Soderling
NED,NED,2,"Thiemo de Bakker, Robin Haase"
URU,URU,1,Pablo Cuevas
ECU,Ecuador,1,Nicolas Lapentti
RSA,RSA,1,Kevin Anderson
TWN,"Taiwan, Province of China",1,Yen-Hsun Lu
